"Dataset","Species","Forced.Fire","Forced.No.Fire","Forced.Simpler.Mod","Discard.Later","One.Top.Mod","Join"
"27","RUPE","NA","No","NA","NA","No","27.RUPE"
"27","RUSP","NA","No","NA","NA","No","27.RUSP"
"27","SOSI","NA","No","NA","NA","No","27.SOSI"
"27","SPBE","NA","Yes","NA","NA","No","27.SPBE"
"27","TITR","NA","No","NA","NA","No","27.TITR"
"27","TRBO","NA","No","NA","NA","No","27.TRBO"
"27","VAME","No","NA","Yes","NA","Yes","27.VAME"
"27","VASI","NA","No","NA","NA","No","27.VASI"
"28","ACCI","NA","No","NA","NA","No","28.ACCI"
"28","ACGL","NA","No","NA","NA","No","28.ACGL"
"28","ACMI","No","NA","NA","NA","No","28.ACMI"
"28","AMAL","NA","No","NA","NA","No","28.AMAL"
"28","ARUV","No","NA","NA","NA","No","28.ARUV"
"28","ATFI","NA","No","NA","NA","No","28.ATFI"
"28","CAME","NA","No","NA","NA","No","28.CAME"
"28","CARU","No","NA","NA","NA","No","28.CARU"
"28","CEVE","No","NA","NA","NA","No","28.CEVE"
"28","CHUM","NA","No","NA","NA","No","28.CHUM"
"28","CLUN","NA","No","NA","NA","No","28.CLUN"
"28","COCA","NA","No","NA","NA","No","28.COCA"
"28","EPAN","No","NA","NA","NA","No","28.EPAN"
"28","GAOV","NA","No","NA","NA","No","28.GAOV"
"28","GASH","NA","No","NA","NA","No","28.GASH"
"28","GOOB","NA","No","NA","NA","No","28.GOOB"
"28","GYDR","NA","No","NA","NA","No","28.GYDR"
"28","HIAL","NA","No","NA","NA","No","28.HIAL"
"28","HODI","NA","No","Yes","NA","No","28.HODI"
"28","LIBO","NA","No","NA","NA","No","28.LIBO"
"28","MANE","NA","No","NA","NA","No","28.MANE"
"28","MEFE","NA","No","NA","NA","No","28.MEFE"
"28","OPHO","NA","No","NA","NA","Yes","28.OPHO"
"28","PAMY","No","NA","NA","NA","Yes","28.PAMY"
"28","POMU","NA","No","NA","NA","No","28.POMU"
"28","PTAQ","NA","No","NA","NA","No","28.PTAQ"
"28","RULA","NA","No","NA","NA","No","28.RULA"
"28","RUPA","NA","No","NA","NA","No","28.RUPA"
"28","RUPE","NA","No","NA","NA","No","28.RUPE"
"28","RUSP","NA","No","NA","NA","No","28.RUSP"
"28","SOSI","NA","No","NA","NA","No","28.SOSI"
"28","SPBE","NA","Yes","NA","NA","No","28.SPBE"
"28","TITR","NA","No","NA","NA","No","28.TITR"
"28","TRBO","NA","No","NA","Yes","NA","28.TRBO"
"28","VAME","No","NA","Yes","NA","Yes","28.VAME"
"28","VASI","NA","No","NA","NA","No","28.VASI"
"29","ACCI","NA","No","NA","NA","No","29.ACCI"
"29","ACGL","NA","No","NA","NA","No","29.ACGL"
"29","ACMI","No","NA","NA","NA","No","29.ACMI"
"29","AMAL","NA","No","NA","NA","No","29.AMAL"
"29","ARUV","No","NA","NA","NA","No","29.ARUV"
"29","ATFI","NA","No","NA","NA","No","29.ATFI"
"29","CAME","NA","No","NA","Yes","NA","29.CAME"
"29","CARU","No","NA","NA","NA","Yes","29.CARU"
"29","CEVE","No","NA","NA","NA","No","29.CEVE"
"29","CHUM","NA","No","NA","NA","No","29.CHUM"
"29","CLUN","NA","No","NA","NA","No","29.CLUN"
"29","COCA","NA","No","NA","NA","No","29.COCA"
"29","EPAN","No","NA","NA","NA","Yes","29.EPAN"
"29","GAOV","NA","No","NA","NA","No","29.GAOV"
"29","GASH","NA","No","NA","NA","No","29.GASH"
"29","GOOB","NA","No","NA","NA","No","29.GOOB"
"29","GYDR","NA","No","NA","NA","No","29.GYDR"
"29","HIAL","NA","No","NA","NA","No","29.HIAL"
"29","HODI","NA","No","Yes","NA","No","29.HODI"
"29","LIBO","NA","No","NA","NA","No","29.LIBO"
"29","MANE","NA","No","NA","NA","No","29.MANE"
"29","MEFE","NA","No","NA","NA","Yes","29.MEFE"
"29","OPHO","NA","No","NA","NA","No","29.OPHO"
"29","PAMY","No","NA","NA","NA","Yes","29.PAMY"
"29","POMU","NA","No","NA","NA","No","29.POMU"
"29","PTAQ","NA","No","NA","NA","No","29.PTAQ"
"29","RULA","NA","No","NA","Yes","NA","29.RULA"
"29","RUPA","NA","No","NA","NA","No","29.RUPA"
"29","RUPE","NA","No","NA","NA","No","29.RUPE"
"29","RUSP","NA","No","NA","NA","No","29.RUSP"
"29","SOSI","NA","No","NA","NA","No","29.SOSI"
"29","SPBE","NA","No","NA","NA","No","29.SPBE"
"29","TITR","NA","No","NA","NA","No","29.TITR"
"29","TRBO","NA","No","NA","NA","No","29.TRBO"
"29","VAME","No","NA","Yes","NA","Yes","29.VAME"
"29","VASI","NA","No","NA","NA","No","29.VASI"
"30","ACCI","NA","No","NA","NA","No","30.ACCI"
"30","ACGL","NA","No","NA","NA","No","30.ACGL"
"30","ACMI","No","NA","NA","NA","No","30.ACMI"
"30","AMAL","NA","No","NA","NA","No","30.AMAL"
"30","ARUV","No","NA","NA","NA","No","30.ARUV"
"30","ATFI","NA","No","NA","NA","No","30.ATFI"
"30","CAME","NA","No","NA","NA","No","30.CAME"
"30","CARU","No","NA","NA","NA","No","30.CARU"
"30","CEVE","No","NA","NA","NA","No","30.CEVE"
"30","CHUM","NA","No","NA","NA","No","30.CHUM"
"30","CLUN","NA","No","NA","NA","No","30.CLUN"
"30","COCA","NA","No","NA","NA","No","30.COCA"
"30","EPAN","No","NA","NA","NA","No","30.EPAN"
"30","GAOV","NA","No","NA","NA","No","30.GAOV"
"30","GASH","NA","No","NA","NA","No","30.GASH"
"30","GOOB","NA","No","NA","NA","No","30.GOOB"
"30","GYDR","NA","No","NA","NA","No","30.GYDR"
"30","HIAL","NA","No","NA","NA","No","30.HIAL"
"30","HODI","NA","No","Yes","NA","No","30.HODI"
"30","LIBO","NA","No","NA","NA","No","30.LIBO"
"30","MANE","NA","No","NA","NA","No","30.MANE"
"30","MEFE","NA","No","NA","NA","No","30.MEFE"
"30","OPHO","NA","No","NA","NA","No","30.OPHO"
"30","PAMY","No","NA","NA","NA","Yes","30.PAMY"
"30","POMU","NA","No","NA","NA","No","30.POMU"
"30","PTAQ","NA","No","NA","NA","No","30.PTAQ"
"30","RULA","NA","No","NA","NA","No","30.RULA"
"30","RUPA","NA","No","NA","NA","No","30.RUPA"
"30","RUPE","NA","No","NA","NA","No","30.RUPE"
"30","RUSP","NA","No","NA","NA","No","30.RUSP"
"30","SOSI","NA","No","NA","NA","No","30.SOSI"
"30","SPBE","NA","Yes","NA","NA","No","30.SPBE"
"30","TITR","NA","No","NA","NA","No","30.TITR"
"30","TRBO","NA","No","NA","Yes","NA","30.TRBO"
"30","VAME","No","NA","Yes","NA","Yes","30.VAME"
"30","VASI","NA","No","NA","NA","No","30.VASI"
"31","ACCI","NA","No","NA","NA","No","31.ACCI"
"31","ACGL","NA","No","NA","NA","No","31.ACGL"
"31","ACMI","No","NA","NA","NA","No","31.ACMI"
"31","AMAL","NA","Yes","NA","NA","No","31.AMAL"
"31","ARUV","No","NA","NA","NA","No","31.ARUV"
"31","ATFI","NA","No","NA","NA","No","31.ATFI"
"31","CAME","NA","No","NA","Yes","NA","31.CAME"
"31","CARU","No","NA","NA","NA","Yes","31.CARU"
"31","CEVE","No","NA","NA","NA","No","31.CEVE"
"31","CHUM","NA","No","NA","NA","No","31.CHUM"
"31","CLUN","NA","No","NA","NA","No","31.CLUN"
"31","COCA","NA","No","NA","NA","No","31.COCA"
"31","EPAN","No","NA","NA","NA","No","31.EPAN"
"31","GAOV","NA","No","NA","NA","No","31.GAOV"
"31","GASH","NA","No","NA","NA","No","31.GASH"
"31","GOOB","NA","No","NA","NA","No","31.GOOB"
"31","GYDR","NA","No","NA","NA","No","31.GYDR"
"31","HIAL","NA","No","NA","NA","No","31.HIAL"
"31","HODI","NA","No","Yes","NA","No","31.HODI"
"31","LIBO","NA","No","NA","NA","No","31.LIBO"
"31","MANE","NA","No","NA","NA","No","31.MANE"
"31","MEFE","NA","No","NA","NA","No","31.MEFE"
"31","OPHO","NA","No","NA","NA","Yes","31.OPHO"
"31","PAMY","No","NA","NA","NA","Yes","31.PAMY"
"31","POMU","NA","No","NA","NA","No","31.POMU"
"31","PTAQ","NA","No","NA","NA","No","31.PTAQ"
"31","RULA","NA","No","NA","NA","No","31.RULA"
"31","RUPA","NA","No","NA","NA","No","31.RUPA"
"31","RUPE","NA","No","NA","NA","No","31.RUPE"
"31","RUSP","NA","No","NA","NA","No","31.RUSP"
"31","SOSI","NA","No","NA","NA","No","31.SOSI"
"31","SPBE","NA","No","NA","NA","No","31.SPBE"
"31","TITR","NA","No","NA","NA","No","31.TITR"
"31","TRBO","NA","No","NA","NA","No","31.TRBO"
"31","VAME","No","NA","Yes","NA","Yes","31.VAME"
"31","VASI","NA","No","NA","NA","No","31.VASI"
"32","ACCI","NA","No","NA","NA","No","32.ACCI"
"32","ACGL","NA","No","NA","NA","No","32.ACGL"
"32","ACMI","No","NA","NA","NA","No","32.ACMI"
"32","AMAL","NA","No","NA","NA","No","32.AMAL"
"32","ARUV","No","NA","NA","NA","No","32.ARUV"
"32","ATFI","NA","No","NA","NA","No","32.ATFI"
"32","CAME","NA","No","NA","Yes","NA","32.CAME"
"32","CARU","No","NA","NA","NA","No","32.CARU"
"32","CEVE","No","NA","NA","NA","Yes","32.CEVE"
"32","CHUM","NA","No","NA","NA","No","32.CHUM"
"32","CLUN","NA","No","NA","NA","No","32.CLUN"
"32","COCA","NA","No","NA","NA","No","32.COCA"
"32","EPAN","No","NA","NA","NA","Yes","32.EPAN"
"32","GAOV","NA","No","NA","NA","No","32.GAOV"
"32","GASH","NA","No","NA","NA","No","32.GASH"
"32","GOOB","NA","No","NA","NA","No","32.GOOB"
"32","GYDR","NA","No","NA","NA","No","32.GYDR"
"32","HIAL","NA","No","NA","NA","No","32.HIAL"
"32","HODI","NA","No","Yes","NA","No","32.HODI"
"32","LIBO","NA","No","NA","NA","No","32.LIBO"
"32","MANE","NA","No","NA","NA","No","32.MANE"
"32","MEFE","NA","No","NA","NA","No","32.MEFE"
"32","OPHO","NA","No","NA","NA","No","32.OPHO"
"32","PAMY","No","NA","NA","NA","Yes","32.PAMY"
"32","POMU","NA","No","NA","NA","No","32.POMU"
"32","PTAQ","NA","No","NA","NA","No","32.PTAQ"
"32","RULA","NA","No","NA","NA","No","32.RULA"
"32","RUPA","NA","No","NA","NA","No","32.RUPA"
"32","RUPE","NA","No","NA","NA","No","32.RUPE"
"32","RUSP","NA","No","NA","NA","No","32.RUSP"
"32","SOSI","NA","No","NA","NA","No","32.SOSI"
"32","SPBE","NA","No","NA","NA","No","32.SPBE"
"32","TITR","NA","No","NA","NA","No","32.TITR"
"32","TRBO","NA","No","NA","NA","No","32.TRBO"
"32","VAME","No","NA","Yes","NA","Yes","32.VAME"
"32","VASI","NA","No","NA","NA","No","32.VASI"
"33","ACCI","NA","No","NA","NA","No","33.ACCI"
"33","ACGL","NA","No","NA","NA","No","33.ACGL"
"33","ACMI","No","NA","NA","NA","No","33.ACMI"
"33","AMAL","NA","Yes","NA","NA","No","33.AMAL"
"33","ARUV","No","NA","NA","NA","No","33.ARUV"
"33","ATFI","NA","No","NA","NA","No","33.ATFI"
"33","CAME","NA","No","NA","NA","No","33.CAME"
"33","CARU","Yes","NA","NA","NA","No","33.CARU"
"33","CEVE","No","NA","NA","NA","No","33.CEVE"
"33","CHUM","NA","No","NA","NA","No","33.CHUM"
"33","CLUN","NA","No","NA","NA","No","33.CLUN"
"33","COCA","NA","No","NA","NA","No","33.COCA"
"33","EPAN","No","NA","NA","NA","No","33.EPAN"
"33","GAOV","NA","No","NA","NA","No","33.GAOV"
"33","GASH","NA","No","NA","NA","No","33.GASH"
"33","GOOB","NA","No","NA","NA","No","33.GOOB"
"33","GYDR","NA","No","NA","NA","No","33.GYDR"
"33","HIAL","NA","No","NA","NA","No","33.HIAL"
"33","HODI","NA","No","Yes","NA","No","33.HODI"
"33","LIBO","NA","No","NA","NA","No","33.LIBO"
"33","MANE","NA","No","NA","NA","No","33.MANE"
"33","MEFE","NA","No","NA","NA","Yes","33.MEFE"
"33","OPHO","NA","No","NA","NA","No","33.OPHO"
"33","PAMY","No","NA","NA","NA","Yes","33.PAMY"
"33","POMU","NA","No","NA","NA","No","33.POMU"
"33","PTAQ","NA","No","NA","NA","No","33.PTAQ"
"33","RULA","NA","No","NA","NA","No","33.RULA"
"33","RUPA","NA","No","NA","NA","No","33.RUPA"
"33","RUPE","NA","No","NA","NA","No","33.RUPE"
"33","RUSP","NA","No","NA","NA","No","33.RUSP"
"33","SOSI","NA","No","NA","NA","No","33.SOSI"
"33","SPBE","NA","Yes","NA","NA","No","33.SPBE"
"33","TITR","NA","No","NA","NA","No","33.TITR"
"33","TRBO","NA","No","NA","NA","No","33.TRBO"
"33","VAME","No","NA","Yes","NA","Yes","33.VAME"
"33","VASI","NA","No","NA","NA","No","33.VASI"
"34","ACCI","NA","No","NA","NA","No","34.ACCI"
"34","ACGL","NA","No","NA","NA","No","34.ACGL"
"34","ACMI","No","NA","NA","NA","No","34.ACMI"
"34","AMAL","NA","Yes","NA","NA","No","34.AMAL"
"34","ARUV","No","NA","NA","NA","No","34.ARUV"
"34","ATFI","NA","No","NA","NA","No","34.ATFI"
"34","CAME","NA","No","NA","Yes","NA","34.CAME"
"34","CARU","No","NA","NA","NA","Yes","34.CARU"
"34","CEVE","No","NA","NA","NA","No","34.CEVE"
"34","CHUM","NA","No","NA","NA","No","34.CHUM"
"34","CLUN","NA","No","NA","NA","No","34.CLUN"
"34","COCA","NA","No","NA","NA","No","34.COCA"
"34","EPAN","No","NA","NA","NA","Yes","34.EPAN"
"34","GAOV","NA","No","NA","NA","No","34.GAOV"
"34","GASH","NA","No","NA","NA","No","34.GASH"
"34","GOOB","NA","No","NA","NA","No","34.GOOB"
"34","GYDR","NA","No","NA","NA","No","34.GYDR"
"34","HIAL","NA","No","NA","NA","No","34.HIAL"
"34","HODI","NA","No","Yes","NA","No","34.HODI"
"34","LIBO","NA","No","NA","NA","No","34.LIBO"
"34","MANE","NA","No","NA","NA","No","34.MANE"
"34","MEFE","NA","No","NA","NA","No","34.MEFE"
"34","OPHO","NA","No","NA","NA","Yes","34.OPHO"
"34","PAMY","No","NA","NA","NA","Yes","34.PAMY"
"34","POMU","NA","No","NA","NA","No","34.POMU"
"34","PTAQ","NA","No","NA","NA","No","34.PTAQ"
"34","RULA","NA","No","NA","NA","No","34.RULA"
"34","RUPA","NA","No","NA","NA","No","34.RUPA"
"34","RUPE","NA","No","NA","NA","No","34.RUPE"
"34","RUSP","NA","No","NA","NA","No","34.RUSP"
"34","SOSI","NA","No","NA","NA","No","34.SOSI"
"34","SPBE","NA","Yes","NA","NA","No","34.SPBE"
"34","TITR","NA","No","NA","NA","No","34.TITR"
"34","TRBO","NA","No","NA","NA","No","34.TRBO"
"34","VAME","No","NA","Yes","NA","Yes","34.VAME"
"34","VASI","NA","No","NA","NA","No","34.VASI"
"35","ACCI","NA","No","NA","NA","No","35.ACCI"
"35","ACGL","NA","No","NA","NA","No","35.ACGL"
"35","ACMI","No","NA","NA","NA","No","35.ACMI"
"35","AMAL","NA","No","NA","NA","No","35.AMAL"
"35","ARUV","No","NA","NA","NA","No","35.ARUV"
"35","ATFI","NA","No","NA","NA","No","35.ATFI"
"35","CAME","NA","No","NA","NA","No","35.CAME"
"35","CARU","Yes","NA","NA","NA","No","35.CARU"
"35","CEVE","No","NA","NA","NA","No","35.CEVE"
"35","CHUM","NA","No","NA","NA","No","35.CHUM"
"35","CLUN","NA","No","NA","NA","No","35.CLUN"
"35","COCA","NA","No","NA","NA","No","35.COCA"
"35","EPAN","No","NA","NA","NA","No","35.EPAN"
"35","GAOV","NA","No","NA","NA","No","35.GAOV"
"35","GASH","NA","No","NA","NA","No","35.GASH"
"35","GOOB","NA","No","NA","NA","No","35.GOOB"
"35","GYDR","NA","No","NA","NA","No","35.GYDR"
"35","HIAL","NA","No","NA","NA","No","35.HIAL"
"35","HODI","NA","No","Yes","NA","No","35.HODI"
"35","LIBO","NA","No","NA","NA","No","35.LIBO"
"35","MANE","NA","No","NA","NA","No","35.MANE"
"35","MEFE","NA","No","NA","NA","No","35.MEFE"
"35","OPHO","NA","No","NA","NA","Yes","35.OPHO"
"35","PAMY","No","NA","NA","NA","Yes","35.PAMY"
"35","POMU","NA","No","NA","NA","No","35.POMU"
"35","PTAQ","NA","No","NA","NA","No","35.PTAQ"
"35","RULA","NA","No","NA","NA","No","35.RULA"
"35","RUPA","NA","No","NA","NA","No","35.RUPA"
"35","RUPE","NA","No","NA","NA","No","35.RUPE"
"35","RUSP","NA","No","NA","NA","No","35.RUSP"
"35","SOSI","NA","No","NA","NA","No","35.SOSI"
"35","SPBE","NA","No","NA","NA","No","35.SPBE"
"35","TITR","NA","No","NA","NA","No","35.TITR"
"35","TRBO","NA","No","NA","NA","No","35.TRBO"
"35","VAME","No","NA","Yes","NA","Yes","35.VAME"
"35","VASI","NA","No","NA","NA","No","35.VASI"
"36","ACCI","NA","No","NA","NA","No","36.ACCI"
"36","ACGL","NA","No","NA","NA","No","36.ACGL"
"36","ACMI","No","NA","NA","NA","No","36.ACMI"
"36","AMAL","NA","No","NA","NA","No","36.AMAL"
"36","ARUV","No","NA","NA","NA","No","36.ARUV"
"36","ATFI","NA","No","NA","NA","No","36.ATFI"
"36","CAME","NA","No","NA","NA","No","36.CAME"
"36","CARU","No","NA","NA","NA","No","36.CARU"
"36","CEVE","No","NA","NA","NA","No","36.CEVE"
"36","CHUM","NA","No","NA","NA","No","36.CHUM"
"36","CLUN","NA","No","NA","NA","No","36.CLUN"
"36","COCA","NA","No","NA","NA","No","36.COCA"
"36","EPAN","No","NA","NA","NA","No","36.EPAN"
"36","GAOV","NA","No","NA","NA","No","36.GAOV"
"36","GASH","NA","No","NA","NA","No","36.GASH"
"36","GOOB","NA","No","NA","NA","No","36.GOOB"
"36","GYDR","NA","No","NA","NA","No","36.GYDR"
"36","HIAL","NA","No","NA","NA","No","36.HIAL"
"36","HODI","NA","No","Yes","NA","No","36.HODI"
"36","LIBO","NA","No","NA","NA","No","36.LIBO"
"36","MANE","NA","No","NA","NA","No","36.MANE"
"36","MEFE","NA","No","NA","NA","No","36.MEFE"
"36","OPHO","NA","No","NA","NA","Yes","36.OPHO"
"36","PAMY","No","NA","NA","NA","Yes","36.PAMY"
"36","POMU","NA","No","NA","NA","No","36.POMU"
"36","PTAQ","NA","No","NA","NA","No","36.PTAQ"
"36","RULA","NA","No","NA","NA","No","36.RULA"
"36","RUPA","NA","No","NA","NA","No","36.RUPA"
"36","RUPE","NA","No","NA","NA","No","36.RUPE"
"36","RUSP","NA","No","NA","NA","No","36.RUSP"
"36","SOSI","NA","No","NA","NA","No","36.SOSI"
"36","SPBE","NA","No","NA","NA","No","36.SPBE"
"36","TITR","NA","No","NA","NA","No","36.TITR"
"36","TRBO","NA","No","NA","Yes","NA","36.TRBO"
"36","VAME","Yes","NA","Yes","NA","No","36.VAME"
"36","VASI","NA","No","NA","NA","No","36.VASI"
"37","ACCI","NA","No","NA","NA","No","37.ACCI"
"37","ACGL","NA","No","NA","NA","No","37.ACGL"
"37","ACMI","No","NA","NA","NA","No","37.ACMI"
"37","AMAL","NA","Yes","NA","NA","No","37.AMAL"
"37","ARUV","No","NA","NA","NA","Yes","37.ARUV"
"37","ATFI","NA","No","NA","NA","No","37.ATFI"
"37","CAME","NA","No","NA","NA","No","37.CAME"
"37","CARU","No","NA","NA","NA","No","37.CARU"
"37","CEVE","No","NA","NA","NA","No","37.CEVE"
"37","CHUM","NA","No","NA","NA","No","37.CHUM"
"37","CLUN","NA","No","NA","NA","No","37.CLUN"
"37","COCA","NA","No","NA","NA","No","37.COCA"
"37","EPAN","No","NA","NA","NA","No","37.EPAN"
"37","GAOV","NA","No","NA","NA","No","37.GAOV"
"37","GASH","NA","No","NA","NA","No","37.GASH"
"37","GOOB","NA","No","NA","NA","No","37.GOOB"
"37","GYDR","NA","No","NA","NA","No","37.GYDR"
"37","HIAL","NA","No","NA","NA","No","37.HIAL"
"37","HODI","NA","No","Yes","NA","No","37.HODI"
"37","LIBO","NA","No","NA","NA","No","37.LIBO"
"37","MANE","NA","No","NA","NA","No","37.MANE"
"37","MEFE","NA","No","NA","NA","No","37.MEFE"
"37","OPHO","NA","No","NA","NA","Yes","37.OPHO"
"37","PAMY","No","NA","NA","NA","No","37.PAMY"
"37","POMU","NA","No","NA","NA","No","37.POMU"
"37","PTAQ","NA","No","NA","NA","No","37.PTAQ"
"37","RULA","NA","No","NA","NA","No","37.RULA"
"37","RUPA","NA","No","NA","NA","No","37.RUPA"
"37","RUPE","NA","No","NA","NA","No","37.RUPE"
"37","RUSP","NA","No","NA","NA","No","37.RUSP"
"37","SOSI","NA","No","NA","NA","No","37.SOSI"
"37","SPBE","NA","Yes","NA","NA","No","37.SPBE"
"37","TITR","NA","No","NA","NA","No","37.TITR"
"37","TRBO","NA","No","NA","NA","No","37.TRBO"
"37","VAME","No","NA","Yes","NA","Yes","37.VAME"
"37","VASI","NA","No","NA","NA","No","37.VASI"
"38","ACCI","NA","No","NA","NA","No","38.ACCI"
"38","ACGL","NA","No","NA","NA","No","38.ACGL"
"38","ACMI","No","NA","NA","NA","No","38.ACMI"
"38","AMAL","NA","No","NA","NA","No","38.AMAL"
"38","ARUV","No","NA","NA","NA","No","38.ARUV"
"38","ATFI","NA","No","NA","NA","No","38.ATFI"
"38","CAME","NA","No","NA","NA","No","38.CAME"
"38","CARU","No","NA","NA","NA","No","38.CARU"
"38","CEVE","No","NA","NA","NA","Yes","38.CEVE"
"38","CHUM","NA","No","NA","NA","No","38.CHUM"
"38","CLUN","NA","No","NA","NA","No","38.CLUN"
"38","COCA","NA","No","NA","NA","No","38.COCA"
"38","EPAN","No","NA","NA","NA","Yes","38.EPAN"
"38","GAOV","NA","No","NA","NA","No","38.GAOV"
"38","GASH","NA","No","NA","NA","No","38.GASH"
"38","GOOB","NA","No","NA","NA","No","38.GOOB"
"38","GYDR","NA","No","NA","NA","No","38.GYDR"
"38","HIAL","NA","No","NA","NA","No","38.HIAL"
"38","HODI","NA","No","Yes","NA","No","38.HODI"
"38","LIBO","NA","No","NA","NA","No","38.LIBO"
"38","MANE","NA","No","NA","NA","No","38.MANE"
"38","MEFE","NA","No","NA","NA","No","38.MEFE"
"38","OPHO","NA","No","NA","NA","No","38.OPHO"
"38","PAMY","No","NA","NA","NA","Yes","38.PAMY"
"38","POMU","NA","No","NA","NA","No","38.POMU"
"38","PTAQ","NA","No","NA","NA","No","38.PTAQ"
"38","RULA","NA","No","NA","NA","No","38.RULA"
"38","RUPA","NA","No","NA","NA","No","38.RUPA"
"38","RUPE","NA","No","NA","NA","No","38.RUPE"
"38","RUSP","NA","No","NA","NA","No","38.RUSP"
"38","SOSI","NA","No","NA","NA","No","38.SOSI"
"38","SPBE","NA","No","NA","NA","No","38.SPBE"
"38","TITR","NA","No","NA","NA","No","38.TITR"
"38","TRBO","NA","No","NA","NA","No","38.TRBO"
"38","VAME","No","NA","Yes","NA","Yes","38.VAME"
"38","VASI","NA","No","NA","NA","No","38.VASI"
"39","ACCI","NA","No","NA","NA","No","39.ACCI"
"39","ACGL","NA","No","NA","NA","No","39.ACGL"
"39","ACMI","No","NA","NA","NA","No","39.ACMI"
"39","AMAL","NA","No","NA","NA","No","39.AMAL"
"39","ARUV","No","NA","NA","NA","No","39.ARUV"
"39","ATFI","NA","No","NA","NA","No","39.ATFI"
"39","CAME","NA","No","NA","NA","No","39.CAME"
"39","CARU","No","NA","NA","NA","No","39.CARU"
"39","CEVE","No","NA","NA","NA","Yes","39.CEVE"
"39","CHUM","NA","No","NA","NA","No","39.CHUM"
"39","CLUN","NA","No","NA","NA","No","39.CLUN"
"39","COCA","NA","No","NA","NA","No","39.COCA"
"39","EPAN","No","NA","NA","NA","No","39.EPAN"
"39","GAOV","NA","No","NA","NA","No","39.GAOV"
"39","GASH","NA","No","NA","NA","No","39.GASH"
"39","GOOB","NA","No","NA","NA","No","39.GOOB"
"39","GYDR","NA","No","NA","NA","No","39.GYDR"
"39","HIAL","NA","No","NA","NA","No","39.HIAL"
"39","HODI","NA","No","Yes","NA","No","39.HODI"
"39","LIBO","NA","No","NA","NA","No","39.LIBO"
"39","MANE","NA","No","NA","NA","No","39.MANE"
"39","MEFE","NA","No","NA","NA","No","39.MEFE"
"39","OPHO","NA","No","NA","NA","Yes","39.OPHO"
"39","PAMY","No","NA","NA","NA","Yes","39.PAMY"
"39","POMU","NA","No","NA","NA","No","39.POMU"
"39","PTAQ","NA","No","NA","NA","No","39.PTAQ"
"39","RULA","NA","No","NA","NA","No","39.RULA"
"39","RUPA","NA","No","NA","NA","No","39.RUPA"
"39","RUPE","NA","No","NA","NA","No","39.RUPE"
"39","RUSP","NA","No","NA","NA","No","39.RUSP"
"39","SOSI","NA","No","NA","NA","No","39.SOSI"
"39","SPBE","NA","Yes","NA","NA","No","39.SPBE"
"39","TITR","NA","No","NA","NA","No","39.TITR"
"39","TRBO","NA","No","NA","NA","No","39.TRBO"
"39","VAME","No","NA","Yes","NA","Yes","39.VAME"
"39","VASI","NA","No","NA","NA","No","39.VASI"
"40","ACCI","NA","No","NA","NA","No","40.ACCI"
"40","ACGL","NA","No","NA","NA","No","40.ACGL"
"40","ACMI","No","NA","NA","NA","No","40.ACMI"
"40","AMAL","NA","No","NA","NA","No","40.AMAL"
"40","ARUV","No","NA","NA","NA","No","40.ARUV"
"40","ATFI","NA","No","NA","NA","No","40.ATFI"
"40","CAME","NA","No","NA","NA","No","40.CAME"
"40","CARU","No","NA","NA","NA","No","40.CARU"
"40","CEVE","No","NA","NA","NA","No","40.CEVE"
"40","CHUM","NA","No","NA","NA","No","40.CHUM"
"40","CLUN","NA","No","NA","NA","No","40.CLUN"
"40","COCA","NA","No","NA","NA","No","40.COCA"
"40","EPAN","No","NA","NA","NA","Yes","40.EPAN"
"40","GAOV","NA","No","NA","NA","No","40.GAOV"
"40","GASH","NA","No","NA","NA","No","40.GASH"
"40","GOOB","NA","No","NA","NA","No","40.GOOB"
"40","GYDR","NA","No","NA","NA","No","40.GYDR"
"40","HIAL","NA","No","NA","NA","No","40.HIAL"
"40","HODI","NA","No","Yes","NA","No","40.HODI"
"40","LIBO","NA","No","NA","NA","No","40.LIBO"
"40","MANE","NA","No","NA","NA","No","40.MANE"
"40","MEFE","NA","No","NA","NA","No","40.MEFE"
"40","OPHO","NA","No","NA","NA","Yes","40.OPHO"
"40","PAMY","No","NA","NA","NA","Yes","40.PAMY"
"40","POMU","NA","No","NA","NA","No","40.POMU"
"40","PTAQ","NA","No","NA","NA","No","40.PTAQ"
"40","RULA","NA","No","NA","NA","No","40.RULA"
"40","RUPA","NA","No","NA","NA","No","40.RUPA"
"40","RUPE","NA","No","NA","NA","No","40.RUPE"
"40","RUSP","NA","No","NA","NA","No","40.RUSP"
"40","SOSI","NA","No","NA","NA","No","40.SOSI"
"40","SPBE","NA","Yes","NA","NA","No","40.SPBE"
"40","TITR","NA","No","NA","NA","No","40.TITR"
"40","TRBO","NA","No","NA","NA","No","40.TRBO"
"40","VAME","No","NA","Yes","NA","Yes","40.VAME"
"40","VASI","NA","No","NA","NA","No","40.VASI"
"41","ACCI","NA","No","NA","NA","No","41.ACCI"
"41","ACGL","NA","No","NA","NA","No","41.ACGL"
"41","ACMI","No","NA","NA","NA","No","41.ACMI"
"41","AMAL","NA","No","NA","NA","No","41.AMAL"
"41","ARUV","No","NA","NA","NA","No","41.ARUV"
"41","ATFI","NA","No","NA","NA","No","41.ATFI"
"41","CAME","NA","No","NA","Yes","NA","41.CAME"
"41","CARU","No","NA","NA","NA","Yes","41.CARU"
